date,mode,ridership
2019-07-16,KTM,151002
2019-07-17,Bus,193920
2019-07-17,LRT,274363
2019-07-17,MRT,163002
2019-07-17,Monorail,40743
2019-07-17,KTM,139225
2019-07-18,Bus,202348
2019-07-18,LRT,298179
2019-07-18,MRT,162923
2019-07-18,Monorail,43492
2019-07-18,KTM,153459
2019-07-19,Bus,200322
2019-07-19,LRT,314298
2019-07-19,MRT,174020
2019-07-19,Monorail,42400
2019-07-19,KTM,137342
2019-07-20,Bus,150066
2019-07-20,LRT,212798
2019-07-20,MRT,127189
2019-07-20,Monorail,26463
2019-07-20,KTM,114634
2019-07-21,Bus,135781
2019-07-21,LRT,184278
2019-07-21,MRT,95281
2019-07-21,Monorail,26150
2019-07-21,KTM,88611
2019-07-22,Bus,201779
2019-07-22,LRT,303018
2019-07-22,MRT,167878
2019-07-22,Monorail,41607
2019-07-22,KTM,157706
2019-07-23,Bus,206688
2019-07-23,LRT,268770
2019-07-23,MRT,157438
2019-07-23,Monorail,41770
2019-07-23,KTM,140662
2019-07-24,Bus,193905
2019-07-24,LRT,289788
2019-07-24,MRT,165781
2019-07-24,Monorail,42049
2019-07-24,KTM,143335
2019-07-25,Bus,199011
2019-07-25,LRT,289120
2019-07-25,MRT,166197
2019-07-25,Monorail,43709
2019-07-25,KTM,139130
2019-07-26,Bus,193286
2019-07-26,LRT,304272
2019-07-26,MRT,169007
2019-07-26,Monorail,41465
2019-07-26,KTM,151061
2019-07-27,Bus,127328
2019-07-27,LRT,196740
2019-07-27,MRT,110697
2019-07-27,Monorail,29222
2019-07-27,KTM,97379
2019-07-28,Bus,116391
2019-07-28,LRT,176376
2019-07-28,MRT,106002
2019-07-28,Monorail,27281
2019-07-28,KTM,98039
2019-07-29,Bus,192822
2019-07-29,LRT,277834
2019-07-29,MRT,143607
2019-07-29,Monorail,44631
2019-07-29,KTM,144411
2019-07-30,Bus,202207
2019-07-30,LRT,273416
2019-07-30,MRT,167329
2019-07-30,Monorail,41909
2019-07-30,KTM,145667
2019-07-31,Bus,184923
2019-07-31,LRT,290478
2019-07-31,MRT,156702
2019-07-31,Monorail,40395
2019-07-31,KTM,146628
2019-08-01,Bus,193973
2019-08-01,LRT,289258
2019-08-01,MRT,157536
2019-08-01,Monorail,41007
2019-08-01,KTM,144760
2019-08-02,Bus,187149
2019-08-02,LRT,279568
2019-08-02,MRT,141459
2019-08-02,Monorail,40530
2019-08-02,KTM,136135
2019-08-03,Bus,140534
2019-08-03,LRT,193976
2019-08-03,MRT,109726
2019-08-03,Monorail,28763
2019-08-03,KTM,108612
2019-08-04,Bus,126759
2019-08-04,LRT,168322
2019-08-04,MRT,107096
2019-08-04,Monorail,28878
2019-08-04,KTM,92517
2019-08-05,Bus,203136
2019-08-05,LRT,268440
2019-08-05,MRT,152231
2019-08-05,Monorail,38175
2019-08-05,KTM,144028
2019-08-06,Bus,199521
2019-08-06,LRT,267780
2019-08-06,MRT,160439
2019-08-06,Monorail,41757
2019-08-06,KTM,139841
2019-08-07,Bus,184958
2019-08-07,LRT,275343
2019-08-07,MRT,154734
2019-08-07,Monorail,39129
2019-08-07,KTM,149860
2019-08-08,Bus,187115
2019-08-08,LRT,271836
2019-08-08,MRT,162089
2019-08-08,Monorail,36358
2019-08-08,KTM,137852
2019-08-09,Bus,191315
2019-08-09,LRT,276544
2019-08-09,MRT,154915
2019-08-09,Monorail,38748
2019-08-09,KTM,136061
2019-08-10,Bus,137630
2019-08-10,LRT,195082
2019-08-10,MRT,102991
2019-08-10,Monorail,27003
2019-08-10,KTM,98905
2019-08-11,Bus,120172
2019-08-11,LRT,175831
2019-08-11,MRT,94943
2019-08-11,Monorail,25217
2019-08-11,KTM,82360
2019-08-12,Bus,186155
2019-08-12,LRT,278329
2019-08-12,MRT,164183
2019-08-12,Monorail,38906
2019-08-12,KTM,147940
2019-08-13,Bus,191578
2019-08-13,LRT,276495
2019-08-13,MRT,155239
2019-08-13,Monorail,36607
2019-08-13,KTM,144111
2019-08-14,Bus,184853
2019-08-14,LRT,292529
2019-08-14,MRT,150040
2019-08-14,Monorail,41341
2019-08-14,KTM,134177
2019-08-15,Bus,201509
2019-08-15,LRT,286473
2019-08-15,MRT,167689
2019-08-15,Monorail,40471
2019-08-15,KTM,131139
2019-08-16,Bus,200141
2019-08-16,LRT,254585
2019-08-16,MRT,158803
2019-08-16,Monorail,41312
2019-08-16,KTM,131452
2019-08-17,Bus,123657
2019-08-17,LRT,183664
2019-08-17,MRT,113845
2019-08-17,Monorail,27889
2019-08-17,KTM,100680
2019-08-18,Bus,114847
2019-08-18,LRT,153586
2019-08-18,MRT,94774
2019-08-18,Monorail,23470
2019-08-18,KTM,91890
2019-08-19,Bus,176074
2019-08-19,LRT,274659
2019-08-19,MRT,154041
2019-08-19,Monorail,39213
2019-08-19,KTM,138848
2019-08-20,Bus,175496
2019-08-20,LRT,261731
2019-08-20,MRT,153799
2019-08-20,Monorail,36590
2019-08-20,KTM,139931
2019-08-21,Bus,188196
2019-08-21,LRT,267855
2019-08-21,MRT,130778
2019-08-21,Monorail,37846
2019-08-21,KTM,127172
2019-08-22,Bus,191546
2019-08-22,LRT,286140
2019-08-22,MRT,150011
2019-08-22,Monorail,37125
2019-08-22,KTM,140003
2019-08-23,Bus,179545
2019-08-23,LRT,258800
2019-08-23,MRT,145275
2019-08-23,Monorail,34495
2019-08-23,KTM,141386
2019-08-24,Bus,128724
2019-08-24,LRT,193363
2019-08-24,MRT,101312
2019-08-24,Monorail,27048
2019-08-24,KTM,100415
2019-08-25,Bus,100034
2019-08-25,LRT,167001
2019-08-25,MRT,88740
2019-08-25,Monorail,22141
2019-08-25,KTM,81091
2019-08-26,Bus,182496
2019-08-26,LRT,255271
2019-08-26,MRT,133159
2019-08-26,Monorail,36503
2019-08-26,KTM,130302
2019-08-27,Bus,175086
2019-08-27,LRT,278816
2019-08-27,MRT,130779
2019-08-27,Monorail,37564
2019-08-27,KTM,137675
2019-08-28,Bus,178474
2019-08-28,LRT,252940
2019-08-28,MRT,153644
2019-08-28,Monorail,39215
2019-08-28,KTM,146024
2019-08-29,Bus,176089
2019-08-29,LRT,264747
2019-08-29,MRT,147170
2019-08-29,Monorail,34958
2019-08-29,KTM,135491
2019-08-30,Bus,173762
2019-08-30,LRT,254521
2019-08-30,MRT,124702
2019-08-30,Monorail,35836
2019-08-30,KTM,140587
2019-08-31,Bus,115055
2019-08-31,LRT,183188
2019-08-31,MRT,98329
2019-08-31,Monorail,24696
2019-08-31,KTM,96691
2019-09-01,Bus,94322
2019-09-01,LRT,149901
2019-09-01,MRT,95838
2019-09-01,Monorail,21093
2019-09-01,KTM,78691
2019-09-02,Bus,193351
2019-09-02,LRT,244384
2019-09-02,MRT,141099
2019-09-02,Monorail,35353
2019-09-02,KTM,126730
2019-09-03,Bus,166918
2019-09-03,LRT,261165
2019-09-03,MRT,152296
2019-09-03,Monorail,36010
2019-09-03,KTM,140827
2019-09-04,Bus,171256
2019-09-04,LRT,229076
2019-09-04,MRT,150335
2019-09-04,Monorail,37416
2019-09-04,KTM,121250
2019-09-05,Bus,187729
2019-09-05,LRT,256536
2019-09-05,MRT,131460
2019-09-05,Monorail,36780
2019-09-05,KTM,134734
2019-09-06,Bus,193066
2019-09-06,LRT,251100
2019-09-06,MRT,140279
2019-09-06,Monorail,33976
2019-09-06,KTM,121850
2019-09-07,Bus,117523
2019-09-07,LRT,193101
2019-09-07,MRT,98030
2019-09-07,Monorail,28385
2019-09-07,KTM,99539
2019-09-08,Bus,106668
2019-09-08,LRT,168510
2019-09-08,MRT,76454
2019-09-08,Monorail,24039
2019-09-08,KTM,82763
2019-09-09,Bus,181402
2019-09-09,LRT,248297
2019-09-09,MRT,128870
2019-09-09,Monorail,33928
2019-09-09,KTM,133310
2019-09-10,Bus,191087
2019-09-10,LRT,244955
2019-09-10,MRT,133373
2019-09-10,Monorail,37956
2019-09-10,KTM,139856
2019-09-11,Bus,170974
2019-09-11,LRT,253491
2019-09-11,MRT,134182
2019-09-11,Monorail,36090
2019-09-11,KTM,119575
2019-09-12,Bus,171008
2019-09-12,LRT,261378
2019-09-12,MRT,140799
2019-09-12,Monorail,35032
2019-09-12,KTM,124579
2019-09-13,Bus,174944
2019-09-13,LRT,242208
2019-09-13,MRT,146169
2019-09-13,Monorail,35921
2019-09-13,KTM,129621
2019-09-14,Bus,128049
2019-09-14,LRT,166463
2019-09-14,MRT,103096
2019-09-14,Monorail,25228
2019-09-14,KTM,79650
2019-09-15,Bus,103134
2019-09-15,LRT,138384
2019-09-15,MRT,90857
2019-09-15,Monorail,22759
2019-09-15,KTM,76432
2019-09-16,Bus,172270
2019-09-16,LRT,233065
2019-09-16,MRT,134799
2019-09-16,Monorail,35246
2019-09-16,KTM,124344
2019-09-17,Bus,162289
2019-09-17,LRT,250548
2019-09-17,MRT,141008
2019-09-17,Monorail,34109
2019-09-17,KTM,117153
2019-09-18,Bus,167995
2019-09-18,LRT,239761
2019-09-18,MRT,134818
2019-09-18,Monorail,30704
2019-09-18,KTM,127398
2019-09-19,Bus,166692
2019-09-19,LRT,258741
2019-09-19,MRT,132136
2019-09-19,Monorail,35571
2019-09-19,KTM,129092
2019-09-20,Bus,171723
2019-09-20,LRT,249941
2019-09-20,MRT,149587
2019-09-20,Monorail,33702
2019-09-20,KTM,122598
2019-09-21,Bus,119082
2019-09-21,LRT,203090
2019-09-21,MRT,79111
2019-09-21,Monorail,26227
2019-09-21,KTM,86073
2019-09-22,Bus,107304
2019-09-22,LRT,147868
2019-09-22,MRT,68875
2019-09-22,Monorail,22149
2019-09-22,KTM,84061
2019-09-23,Bus,168064
2019-09-23,LRT,233960
2019-09-23,MRT,136697
2019-09-23,Monorail,33420
2019-09-23,KTM,109402
2019-09-24,Bus,169899
2019-09-24,LRT,228574
2019-09-24,MRT,131311
2019-09-24,Monorail,35983
2019-09-24,KTM,131959
2019-09-25,Bus,177238
2019-09-25,LRT,242354
2019-09-25,MRT,121915
2019-09-25,Monorail,34278
2019-09-25,KTM,115476
2019-09-26,Bus,170231
2019-09-26,LRT,245624
2019-09-26,MRT,124412
2019-09-26,Monorail,34089
2019-09-26,KTM,127641
2019-09-27,Bus,162683
2019-09-27,LRT,244372
2019-09-27,MRT,124982
2019-09-27,Monorail,33391
2019-09-27,KTM,132954
2019-09-28,Bus,114401
2019-09-28,LRT,159539
2019-09-28,MRT,101599
2019-09-28,Monorail,27441
2019-09-28,KTM,93182
2019-09-29,Bus,103695
2019-09-29,LRT,152642
2019-09-29,MRT,90623
2019-09-29,Monorail,19345
2019-09-29,KTM,76565
2019-09-30,Bus,168899
2019-09-30,LRT,233492
2019-09-30,MRT,143327
2019-09-30,Monorail,32708
2019-09-30,KTM,118786
2019-10-01,Bus,170886
2019-10-01,LRT,233323
2019-10-01,MRT,119566
2019-10-01,Monorail,31163
2019-10-01,KTM,114204
2019-10-02,Bus,172661
2019-10-02,LRT,232174
2019-10-02,MRT,120841
2019-10-02,Monorail,34886
2019-10-02,KTM,112996
2019-10-03,Bus,164509
2019-10-03,LRT,242551
2019-10-03,MRT,119896
2019-10-03,Monorail,32226
2019-10-03,KTM,131564
2019-10-04,Bus,160883
2019-10-04,LRT,249929
2019-10-04,MRT,140319
2019-10-04,Monorail,32338
2019-10-04,KTM,123333
2019-10-05,Bus,108664
2019-10-05,LRT,162047
2019-10-05,MRT,96821
2019-10-05,Monorail,22858
2019-10-05,KTM,91469
2019-10-06,Bus,102859
2019-10-06,LRT,154069
2019-10-06,MRT,80981
2019-10-06,Monorail,20608
2019-10-06,KTM,66508
2019-10-07,Bus,166247
2019-10-07,LRT,200435
2019-10-07,MRT,130967
2019-10-07,Monorail,30497
2019-10-07,KTM,111224
2019-10-08,Bus,167929
2019-10-08,LRT,235964
2019-10-08,MRT,128362
2019-10-08,Monorail,28456
2019-10-08,KTM,121664
2019-10-09,Bus,148529
2019-10-09,LRT,209992
2019-10-09,MRT,119808
2019-10-09,Monorail,33618
2019-10-09,KTM,110818
2019-10-10,Bus,166005
2019-10-10,LRT,233622
2019-10-10,MRT,131900
2019-10-10,Monorail,28499
2019-10-10,KTM,114549
2019-10-11,Bus,159175
2019-10-11,LRT,221651
2019-10-11,MRT,126142
2019-10-11,Monorail,34182
2019-10-11,KTM,110169
2019-10-12,Bus,106576
2019-10-12,LRT,161287
2019-10-12,MRT,82371
2019-10-12,Monorail,26376
2019-10-12,KTM,86122
2019-10-13,Bus,100893
2019-10-13,LRT,152197
2019-10-13,MRT,82979
2019-10-13,Monorail,19712
2019-10-13,KTM,78716
2019-10-14,Bus,162230
2019-10-14,LRT,204469
2019-10-14,MRT,123090
2019-10-14,Monorail,34740
2019-10-14,KTM,109716
2019-10-15,Bus,158281
2019-10-15,LRT,220870
2019-10-15,MRT,127684
2019-10-15,Monorail,32056
2019-10-15,KTM,122918
2019-10-16,Bus,156520
2019-10-16,LRT,222073
2019-10-16,MRT,124586
2019-10-16,Monorail,35119
2019-10-16,KTM,93238
2019-10-17,Bus,149549
2019-10-17,LRT,242653
2019-10-17,MRT,131960
2019-10-17,Monorail,31009
2019-10-17,KTM,109896
2019-10-18,Bus,154623
2019-10-18,LRT,228681
2019-10-18,MRT,126426
2019-10-18,Monorail,27185
2019-10-18,KTM,105788
2019-10-19,Bus,112683
2019-10-19,LRT,151455
2019-10-19,MRT,82767
2019-10-19,Monorail,22665
2019-10-19,KTM,86296
2019-10-20,Bus,101101
2019-10-20,LRT,134513
2019-10-20,MRT,79310
2019-10-20,Monorail,22919
2019-10-20,KTM,71284
2019-10-21,Bus,145322
2019-10-21,LRT,236870
2019-10-21,MRT,126265
2019-10-21,Monorail,32537
2019-10-21,KTM,109476
2019-10-22,Bus,153772
2019-10-22,LRT,227628
2019-10-22,MRT,127068
2019-10-22,Monorail,30388
2019-10-22,KTM,114669
2019-10-23,Bus,150950
2019-10-23,LRT,210924
2019-10-23,MRT,130688
2019-10-23,Monorail,31934
2019-10-23,KTM,114624
2019-10-24,Bus,154354
2019-10-24,LRT,219234
2019-10-24,MRT,117659
2019-10-24,Monorail,33086
2019-10-24,KTM,120615
2019-10-25,Bus,150772
2019-10-25,LRT,219609
2019-10-25,MRT,127090
2019-10-25,Monorail,30926
2019-10-25,KTM,113868
2019-10-26,Bus,103277
2019-10-26,LRT,153704
2019-10-26,MRT,74351
2019-10-26,Monorail,27437
2019-10-26,KTM,68874
2019-10-27,Bus,99414
2019-10-27,LRT,114268
2019-10-27,MRT,74227
2019-10-27,Monorail,18146
2019-10-27,KTM,62528
2019-10-28,Bus,162745
2019-10-28,LRT,207191
2019-10-28,MRT,118713
2019-10-28,Monorail,32751
2019-10-28,KTM,114926
2019-10-29,Bus,144179
2019-10-29,LRT,232106
2019-10-29,MRT,131504
2019-10-29,Monorail,32183
2019-10-29,KTM,122493
2019-10-30,Bus,155824
2019-10-30,LRT,219347
2019-10-30,MRT,118846
2019-10-30,Monorail,29234
2019-10-30,KTM,110480
2019-10-31,Bus,143504
2019-10-31,LRT,215541
2019-10-31,MRT,124309
2019-10-31,Monorail,29673
2019-10-31,KTM,113759
2019-11-01,Bus,151930
2019-11-01,LRT,216313
2019-11-01,MRT,106692
2019-11-01,Monorail,32617
2019-11-01,KTM,123717
2019-11-02,Bus,100357
2019-11-02,LRT,177515
2019-11-02,MRT,83553
2019-11-02,Monorail,22266
2019-11-02,KTM,84053
2019-11-03,Bus,92894
2019-11-03,LRT,128678
2019-11-03,MRT,67552
2019-11-03,Monorail,19529
2019-11-03,KTM,59916
2019-11-04,Bus,157497
2019-11-04,LRT,230724
2019-11-04,MRT,137952
2019-11-04,Monorail,27147
2019-11-04,KTM,104994
2019-11-05,Bus,152190
2019-11-05,LRT,209161
2019-11-05,MRT,113530
2019-11-05,Monorail,31518
2019-11-05,KTM,118282
2019-11-06,Bus,159435
2019-11-06,LRT,207948
2019-11-06,MRT,118809
2019-11-06,Monorail,30702
2019-11-06,KTM,112713
2019-11-07,Bus,153654
2019-11-07,LRT,212016
2019-11-07,MRT,118835
2019-11-07,Monorail,29920
2019-11-07,KTM,114666
2019-11-08,Bus,145101
2019-11-08,LRT,202328
2019-11-08,MRT,105327
2019-11-08,Monorail,30651
2019-11-08,KTM,103433
2019-11-09,Bus,117087
2019-11-09,LRT,155881
2019-11-09,MRT,80292
2019-11-09,Monorail,20694
2019-11-09,KTM,63889
2019-11-10,Bus,91368
2019-11-10,LRT,138063
2019-11-10,MRT,75467
2019-11-10,Monorail,17293
2019-11-10,KTM,60969
2019-11-11,Bus,150727
2019-11-11,LRT,202996
2019-11-11,MRT,117004
2019-11-11,Monorail,29186
2019-11-11,KTM,108524
2019-11-12,Bus,145358
2019-11-12,LRT,211699
2019-11-12,MRT,98372
2019-11-12,Monorail,28656
2019-11-12,KTM,107534
2019-11-13,Bus,146957
2019-11-13,LRT,211996
2019-11-13,MRT,111256
2019-11-13,Monorail,33717
2019-11-13,KTM,111380
2019-11-14,Bus,137741
2019-11-14,LRT,200893
2019-11-14,MRT,123026
2019-11-14,Monorail,31147
2019-11-14,KTM,117296
2019-11-15,Bus,144262
2019-11-15,LRT,218708
2019-11-15,MRT,119340
2019-11-15,Monorail,27385
2019-11-15,KTM,107272
2019-11-16,Bus,103587
2019-11-16,LRT,142598
2019-11-16,MRT,91733
2019-11-16,Monorail,24978
2019-11-16,KTM,73540
2019-11-17,Bus,94417
2019-11-17,LRT,127141
2019-11-17,MRT,63196
2019-11-17,Monorail,17187
2019-11-17,KTM,60658
2019-11-18,Bus,142634
2019-11-18,LRT,185958
2019-11-18,MRT,123515
2019-11-18,Monorail,29044
2019-11-18,KTM,113256
2019-11-19,Bus,147685
2019-11-19,LRT,201493
2019-11-19,MRT,113002
2019-11-19,Monorail,30641
2019-11-19,KTM,111608
2019-11-20,Bus,146453
2019-11-20,LRT,207452
2019-11-20,MRT,125148
2019-11-20,Monorail,24954
2019-11-20,KTM,100056
2019-11-21,Bus,150796
2019-11-21,LRT,220733
2019-11-21,MRT,112620
2019-11-21,Monorail,28238
2019-11-21,KTM,118754
2019-11-22,Bus,145878
2019-11-22,LRT,213624
2019-11-22,MRT,96559
2019-11-22,Monorail,27488
2019-11-22,KTM,102196
2019-11-23,Bus,99942
2019-11-23,LRT,150785
2019-11-23,MRT,87029
2019-11-23,Monorail,20928
2019-11-23,KTM,76146
2019-11-24,Bus,86832
2019-11-24,LRT,111766
2019-11-24,MRT,65723
2019-11-24,Monorail,18339
2019-11-24,KTM,69688
2019-11-25,Bus,135132
2019-11-25,LRT,202128
2019-11-25,MRT,108228
2019-11-25,Monorail,28170
2019-11-25,KTM,97404
2019-11-26,Bus,128477
2019-11-26,LRT,213385
2019-11-26,MRT,99618
2019-11-26,Monorail,27985
2019-11-26,KTM,109017
2019-11-27,Bus,144389
2019-11-27,LRT,192696
2019-11-27,MRT,122773
2019-11-27,Monorail,30209
2019-11-27,KTM,86865
2019-11-28,Bus,144373
2019-11-28,LRT,219517
2019-11-28,MRT,106006
2019-11-28,Monorail,28625
2019-11-28,KTM,111633
2019-11-29,Bus,137868
2019-11-29,LRT,207350
2019-11-29,MRT,121671
2019-11-29,Monorail,28024
2019-11-29,KTM,96029
2019-11-30,Bus,77232
2019-11-30,LRT,149413
2019-11-30,MRT,75362
2019-11-30,Monorail,20339
2019-11-30,KTM,81189
2019-12-01,Bus,89365
2019-12-01,LRT,117661
2019-12-01,MRT,60590
2019-12-01,Monorail,20834
2019-12-01,KTM,64904
2019-12-02,Bus,135645
2019-12-02,LRT,182630
2019-12-02,MRT,118896
2019-12-02,Monorail,28070
2019-12-02,KTM,106925
2019-12-03,Bus,125191
2019-12-03,LRT,211010
2019-12-03,MRT,107869
2019-12-03,Monorail,26636
2019-12-03,KTM,104739
2019-12-04,Bus,140137
2019-12-04,LRT,203998
2019-12-04,MRT,107573
2019-12-04,Monorail,23822
2019-12-04,KTM,99833
2019-12-05,Bus,130624
2019-12-05,LRT,199249
2019-12-05,MRT,97883
2019-12-05,Monorail,24654
2019-12-05,KTM,95943
2019-12-06,Bus,141048
2019-12-06,LRT,191443
2019-12-06,MRT,103816
2019-12-06,Monorail,26444
2019-12-06,KTM,97486
2019-12-07,Bus,85827
2019-12-07,LRT,138328
2019-12-07,MRT,80280
2019-12-07,Monorail,19416
2019-12-07,KTM,63487
2019-12-08,Bus,76368
2019-12-08,LRT,119127
2019-12-08,MRT,56137
2019-12-08,Monorail,15759
2019-12-08,KTM,60216
2019-12-09,Bus,136679
2019-12-09,LRT,194577
2019-12-09,MRT,102079
2019-12-09,Monorail,27756
2019-12-09,KTM,96188
2019-12-10,Bus,139485
2019-12-10,LRT,201002
2019-12-10,MRT,102615
2019-12-10,Monorail,25868
2019-12-10,KTM,93761
2019-12-11,Bus,144355
2019-12-11,LRT,186503
2019-12-11,MRT,105968
2019-12-11,Monorail,25099
2019-12-11,KTM,88310
2019-12-12,Bus,121865
2019-12-12,LRT,171334
2019-12-12,MRT,116406
2019-12-12,Monorail,27982
2019-12-12,KTM,89634
2019-12-13,Bus,129624
2019-12-13,LRT,193012
2019-12-13,MRT,102421
2019-12-13,Monorail,29363
2019-12-13,KTM,73352
2019-12-14,Bus,89940
2019-12-14,LRT,116182
2019-12-14,MRT,69845
2019-12-14,Monorail,16991
2019-12-14,KTM,68503
2019-12-15,Bus,73107
2019-12-15,LRT,115266
2019-12-15,MRT,85472
2019-12-15,Monorail,16907
2019-12-15,KTM,59109
2019-12-16,Bus,141966
2019-12-16,LRT,181237
2019-12-16,MRT,100285
2019-12-16,Monorail,22693
2019-12-16,KTM,81930
2019-12-17,Bus,138363
2019-12-17,LRT,197670
2019-12-17,MRT,101768
2019-12-17,Monorail,23437
2019-12-17,KTM,93952
2019-12-18,Bus,127455
2019-12-18,LRT,202457
2019-12-18,MRT,100116
2019-12-18,Monorail,25069
2019-12-18,KTM,100209
2019-12-19,Bus,119125
2019-12-19,LRT,167266
2019-12-19,MRT,100363
2019-12-19,Monorail,28335
2019-12-19,KTM,89734
2019-12-20,Bus,130953
2019-12-20,LRT,208321
2019-12-20,MRT,102701
2019-12-20,Monorail,24509
2019-12-20,KTM,96221
2019-12-21,Bus,92874
2019-12-21,LRT,126128
2019-12-21,MRT,80291
2019-12-21,Monorail,17079
2019-12-21,KTM,72894
2019-12-22,Bus,82829
2019-12-22,LRT,116332
2019-12-22,MRT,65932
2019-12-22,Monorail,16089
2019-12-22,KTM,51314
2019-12-23,Bus,126604
2019-12-23,LRT,167635
2019-12-23,MRT,109222
2019-12-23,Monorail,25813
2019-12-23,KTM,93251
2019-12-24,Bus,95028
2019-12-24,LRT,147165
2019-12-24,MRT,84703
2019-12-24,Monorail,18809
2019-12-24,KTM,70191
2019-12-25,Bus,95562
2019-12-25,LRT,139846
2019-12-25,MRT,79425
2019-12-25,Monorail,22949
2019-12-25,KTM,67355
2019-12-26,Bus,96087
2019-12-26,LRT,143822
2019-12-26,MRT,80133
2019-12-26,Monorail,19450
2019-12-26,KTM,76304
2019-12-27,Bus,123092
2019-12-27,LRT,158540
2019-12-27,MRT,107960
2019-12-27,Monorail,25579
2019-12-27,KTM,88769
2019-12-28,Bus,90286
2019-12-28,LRT,131876
2019-12-28,MRT,62852
2019-12-28,Monorail,17405
2019-12-28,KTM,64768
2019-12-29,Bus,76281
2019-12-29,LRT,119777
2019-12-29,MRT,80320
2019-12-29,Monorail,16460
2019-12-29,KTM,69838
2019-12-30,Bus,119311
2019-12-30,LRT,169097
2019-12-30,MRT,94424
2019-12-30,Monorail,27477
2019-12-30,KTM,95708
2019-12-31,Bus,121239
2019-12-31,LRT,190078
2019-12-31,MRT,95281
2019-12-31,Monorail,28216
2019-12-31,KTM,79826
2020-01-01,Bus,129811
2020-01-01,LRT,180163
2020-01-01,MRT,88076
2020-01-01,Monorail,23328
2020-01-01,KTM,87776
2020-01-02,Bus,118555
2020-01-02,LRT,171597
2020-01-02,MRT,87925
2020-01-02,Monorail,26864
2020-01-02,KTM,104864
2020-01-03,Bus,118440
2020-01-03,LRT,187106
2020-01-03,MRT,104040
2020-01-03,Monorail,25692
2020-01-03,KTM,84041
2020-01-04,Bus,85930
2020-01-04,LRT,125422
2020-01-04,MRT,86637
2020-01-04,Monorail,19557
2020-01-04,KTM,61694
2020-01-05,Bus,78992
2020-01-05,LRT,102016
2020-01-05,MRT,55073
2020-01-05,Monorail,14965
2020-01-05,KTM,66773
2020-01-06,Bus,124368
2020-01-06,LRT,173643
2020-01-06,MRT,98102
2020-01-06,Monorail,23964
2020-01-06,KTM,95651
2020-01-07,Bus,126355
2020-01-07,LRT,176174
2020-01-07,MRT,96747
2020-01-07,Monorail,26056
2020-01-07,KTM,92984
2020-01-08,Bus,121183
2020-01-08,LRT,142430
2020-01-08,MRT,102332
2020-01-08,Monorail,25996
2020-01-08,KTM,90368
2020-01-09,Bus,120052
2020-01-09,LRT,165708
2020-01-09,MRT,111269
2020-01-09,Monorail,27089
2020-01-09,KTM,90177
2020-01-10,Bus,120340
2020-01-10,LRT,158497
2020-01-10,MRT,105547
2020-01-10,Monorail,24325
2020-01-10,KTM,82180
2020-01-11,Bus,99426
2020-01-11,LRT,138929
2020-01-11,MRT,65513
2020-01-11,Monorail,16956
2020-01-11,KTM,67028
2020-01-12,Bus,67978
2020-01-12,LRT,108570
2020-01-12,MRT,61792
2020-01-12,Monorail,9923
2020-01-12,KTM,47731
2020-01-13,Bus,105925
2020-01-13,LRT,184137
2020-01-13,MRT,97557
2020-01-13,Monorail,20501
2020-01-13,KTM,83288
2020-01-14,Bus,124405
2020-01-14,LRT,166664
2020-01-14,MRT,92211
2020-01-14,Monorail,22775
2020-01-14,KTM,97732
2020-01-15,Bus,112411
2020-01-15,LRT,159424
2020-01-15,MRT,83592
2020-01-15,Monorail,21298
2020-01-15,KTM,81490
2020-01-16,Bus,111920
2020-01-16,LRT,158376
2020-01-16,MRT,85476
2020-01-16,Monorail,24933
2020-01-16,KTM,93527
2020-01-17,Bus,118200
2020-01-17,LRT,174798
2020-01-17,MRT,99979
2020-01-17,Monorail,20692
2020-01-17,KTM,82229
2020-01-18,Bus,67489
2020-01-18,LRT,114334
2020-01-18,MRT,74952
2020-01-18,Monorail,15688
2020-01-18,KTM,59265
2020-01-19,Bus,64319
2020-01-19,LRT,76401
2020-01-19,MRT,54468
2020-01-19,Monorail,13388
2020-01-19,KTM,45117
2020-01-20,Bus,105275
2020-01-20,LRT,174490
2020-01-20,MRT,92017
2020-01-20,Monorail,25295
2020-01-20,KTM,95564
2020-01-21,Bus,108782
2020-01-21,LRT,174906
2020-01-21,MRT,98785
2020-01-21,Monorail,21660
2020-01-21,KTM,80753
2020-01-22,Bus,112596
2020-01-22,LRT,177680
2020-01-22,MRT,76193
2020-01-22,Monorail,23627
2020-01-22,KTM,67517
2020-01-23,Bus,122112
2020-01-23,LRT,166693
2020-01-23,MRT,85420
2020-01-23,Monorail,23026
2020-01-23,KTM,89248
2020-01-24,Bus,111421
2020-01-24,LRT,174649
2020-01-24,MRT,103875
2020-01-24,Monorail,24304
2020-01-24,KTM,77134
2020-01-25,Bus,68545
2020-01-25,LRT,109679
2020-01-25,MRT,65679
2020-01-25,Monorail,17816
2020-01-25,KTM,54442
2020-01-26,Bus,51518
2020-01-26,LRT,88168
2020-01-26,MRT,45699
2020-01-26,Monorail,13786
2020-01-26,KTM,53138
2020-01-27,Bus,102047
2020-01-27,LRT,167376
2020-01-27,MRT,88139
2020-01-27,Monorail,18930
2020-01-27,KTM,71051
2020-01-28,Bus,77809
2020-01-28,LRT,118742
2020-01-28,MRT,66259
2020-01-28,Monorail,15179
2020-01-28,KTM,51770
2020-01-29,Bus,82022
2020-01-29,LRT,112140
2020-01-29,MRT,46871
2020-01-29,Monorail,15396
