date,bus_rkl,bus_rkn,bus_rpn,rail_lrt_ampang,rail_lrt_kj,rail_monorail,rail_mrt_kajang,rail_mrt_pjy,rail_ets,rail_intercity,rail_komuter,rail_komuter_utara,rail_tebrau
2019-11-04,93205,5279,59013,73369,157355,27147,137952,0,4153,3414,85684,10077,1666
2019-11-05,88962,6867,56361,68269,140892,31518,113530,0,8803,3209,91615,12797,1858
2019-11-06,95042,9094,55299,64327,143621,30702,118809,0,6618,6649,85398,11977,2071
2019-11-07,91698,8460,53496,66297,145719,29920,118835,0,8254,3087,89920,11097,2308
2019-11-08,87340,8536,49225,64513,137815,30651,105327,0,8502,4723,76327,13354,527
2019-11-09,70582,8772,37733,53650,102231,20694,80292,0,3600,60,53211,5994,1024
2019-11-10,54733,3246,33389,40272,97791,17293,75467,0,3086,3165,48426,6121,171
2019-11-11,88668,8148,53911,66835,136161,29186,117004,0,9336,3180,82843,9927,3238
2019-11-12,82177,8604,54577,68440,143259,28656,98372,0,6864,3229,85989,11452,0
2019-11-13,83912,7063,55982,62507,149489,33717,111256,0,6044,3239,87396,12653,2048
2019-11-14,79416,8149,50176,66358,134535,31147,123026,0,5502,5150,97275,9369,0
2019-11-15,88472,5754,50036,66495,152213,27385,119340,0,6699,3182,79217,15767,2407
2019-11-16,53050,7851,42686,40103,102495,24978,91733,0,6981,978,58048,6763,770
2019-11-17,55450,3986,34981,41322,85819,17187,63196,0,5169,916,47374,7199,0
2019-11-18,81133,10958,50543,64463,121495,29044,123515,0,7068,3913,88490,10707,3078
2019-11-19,88393,7929,51363,65014,136479,30641,113002,0,8945,3404,88522,10737,0
2019-11-20,85799,9446,51208,64392,143060,24954,125148,0,8662,725,79473,9444,1752
2019-11-21,91444,7846,51506,65152,155581,28238,112620,0,7207,3477,93151,12198,2721
2019-11-22,85148,7853,52877,69630,143994,27488,96559,0,10481,1311,77482,9281,3641
2019-11-23,49512,4817,45613,40662,110123,20928,87029,0,4498,2581,64141,4926,0
2019-11-24,49583,5037,32212,37813,73953,18339,65723,0,5629,620,58216,4822,401
2019-11-25,73821,8281,53030,66078,136050,28170,108228,0,6136,2365,73050,12625,3228
2019-11-26,77167,6652,44658,65059,148326,27985,99618,0,7863,2000,83543,12298,3313
2019-11-27,88120,7585,48684,64754,127942,30209,122773,0,6286,4777,64944,7376,3482
2019-11-28,83021,6853,54499,74523,144994,28625,106006,0,7222,3260,84373,11573,5205
2019-11-29,75364,11060,51444,65005,142345,28024,121671,0,9804,4411,73416,7344,1054
2019-11-30,51247,5405,20580,49648,99765,20339,75362,0,6005,5852,60217,7363,1752
2019-12-01,49102,7012,33251,37153,80508,20834,60590,0,4705,1735,53297,4559,608
2019-12-02,71910,7372,56363,57548,125082,28070,118896,0,5482,4716,85151,11576,0
2019-12-03,74657,8008,42526,60289,150721,26636,107869,0,6760,1735,83606,11037,1601
2019-12-04,79824,5682,54631,64542,139456,23822,107573,0,5123,4364,78706,11640,0
2019-12-05,84219,6928,39477,63004,136245,24654,97883,0,7659,1570,76015,9692,1007
2019-12-06,80928,7858,52262,62777,128666,26444,103816,0,7603,2626,77444,9813,0
2019-12-07,42983,7726,35118,42852,95476,19416,80280,0,4378,2627,49669,4998,1815
2019-12-08,49439,4973,21956,35947,83180,15759,56137,0,6210,2570,46763,4673,0
2019-12-09,77156,9487,50036,59607,134970,27756,102079,0,8428,906,75436,11418,0
2019-12-10,78777,8380,52328,63330,137672,25868,102615,0,6552,1444,72405,10511,2849
2019-12-11,85156,9789,49410,63624,122879,25099,105968,0,7091,3431,66846,10082,860
2019-12-12,64544,7309,50012,55379,115955,27982,116406,0,5511,2100,69153,11784,1086
2019-12-13,72415,10847,46362,62861,130151,29363,102421,0,5916,701,58487,7905,343
2019-12-14,57565,4581,27794,39889,76293,16991,69845,0,3052,1760,52796,8151,2744
2019-12-15,37845,3421,31841,38695,76571,16907,85472,0,3222,1432,48768,4298,1389
2019-12-16,83036,5530,53400,58074,123163,22693,100285,0,6075,2798,60272,11967,818
2019-12-17,76643,10656,51064,65508,132162,23437,101768,0,3952,3265,76203,10532,0
2019-12-18,79017,8430,40008,56667,145790,25069,100116,0,6950,3170,73939,11127,5023
2019-12-19,70910,6726,41489,59050,108216,28335,100363,0,7529,1495,67817,8593,4300
2019-12-20,78296,9003,43654,60699,147622,24509,102701,0,6116,1968,71684,12883,3570
2019-12-21,58847,6155,27872,37849,88279,17079,80291,0,754,3062,58972,9892,214
2019-12-22,46706,7283,28840,35417,80915,16089,65932,0,3429,819,40184,6560,322
2019-12-23,74281,4854,47469,56262,111373,25813,109222,0,4178,1961,73700,11267,2145
2019-12-24,57882,5221,31925,42879,104286,18809,84703,0,4066,355,58432,7033,305
2019-12-25,52781,4977,37804,42964,96882,22949,79425,0,6220,1901,53160,5874,200
2019-12-26,55656,3241,37190,48062,95760,19450,80133,0,2110,2288,60871,8262,2773
2019-12-27,71054,8543,43495,53963,104577,25579,107960,0,4867,0,74412,7984,1506
2019-12-28,53690,4628,31968,43037,88839,17405,62852,0,5401,318,50368,8681,0
2019-12-29,49766,5384,21131,36173,83604,16460,80320,0,2725,0,57522,7333,2258
2019-12-30,65226,10354,43731,49845,119252,27477,94424,0,4850,3494,76968,9609,787
2019-12-31,70114,6380,44745,57965,132113,28216,95281,0,8622,0,61715,9489,0
2020-01-01,78548,6238,45025,49205,130958,23328,88076,0,6352,2299,68465,10646,14
2020-01-02,65972,6997,45586,57871,113726,26864,87925,0,7079,3365,84039,9538,843
2020-01-03,65263,8234,44943,52717,134389,25692,104040,0,6463,2640,64623,8484,1831
2020-01-04,51183,4050,30697,39425,85997,19557,86637,0,4374,1117,50623,4248,1332
2020-01-05,47609,3263,28120,28154,73862,14965,55073,0,5271,1936,49935,7030,2601
2020-01-06,69046,8255,47067,54805,118838,23964,98102,0,8299,3758,72865,9533,1196
2020-01-07,76054,7241,43060,58088,118086,26056,96747,0,3431,2203,73388,13081,881
2020-01-08,73167,3688,44328,50327,92103,25996,102332,0,5633,0,72783,8767,3185
2020-01-09,72806,4853,42393,50978,114730,27089,111269,0,5599,3879,68552,9328,2819
2020-01-10,70938,8793,40609,55378,103119,24325,105547,0,5055,2861,63734,9327,1203
2020-01-11,61538,5324,32564,40377,98552,16956,65513,0,5365,1619,51266,7314,1464
2020-01-12,40602,2955,24421,22248,86322,9923,61792,0,3812,0,39659,3985,275
2020-01-13,55959,6279,43687,61509,122628,20501,97557,0,8165,1889,64620,8614,0
2020-01-14,75626,6519,42260,54820,111844,22775,92211,0,7027,1100,75237,9935,4433
2020-01-15,63945,7543,40923,55332,104092,21298,83592,0,7361,630,64613,8157,729
2020-01-16,66790,4469,40661,51454,106922,24933,85476,0,3876,2079,75914,9805,1853
2020-01-17,73152,5194,39854,43786,131012,20692,99979,0,4384,1530,67587,8728,0
2020-01-18,38394,4998,24097,40112,74222,15688,74952,0,2946,981,46549,6756,2033
2020-01-19,33594,3800,26925,29416,46985,13388,54468,0,5150,2383,30581,7003,0
2020-01-20,56208,7167,41900,53554,120936,25295,92017,0,4095,2569,77074,8131,3695
2020-01-21,60386,4518,43878,50012,124894,21660,98785,0,4111,1545,64989,6258,3850
2020-01-22,66922,6799,38875,51774,125906,23627,76193,0,3840,1364,52133,7999,2181
2020-01-23,67103,7840,47169,47143,119550,23026,85420,0,9047,1581,69931,7123,1566
2020-01-24,65446,6932,39043,54048,120601,24304,103875,0,5114,1851,63882,5135,1152
2020-01-25,38003,4663,25879,30875,78804,17816,65679,0,4519,2355,40819,5806,943
2020-01-26,26500,3684,21334,40666,47502,13786,45699,0,1720,0,44590,5413,1415
2020-01-27,63354,4925,33768,59343,108033,18930,88139,0,6530,4124,49148,9742,1507
2020-01-28,42109,4205,31495,39538,79204,15179,66259,0,1971,2054,41327,4525,1893
2020-01-29,45510,5541,30971,38290,73850,15396,46871,0,2705,0,42735,5788,93
2020-01-30,46245,4117,28960,33989,73200,15742,61170,0,2922,1569,47004,6853,2401
2020-01-31,43859,3312,25172,37637,67670,14273,57949,0,3803,2464,52192,5038,553
2020-02-01,33769,2500,23897,23960,46062,12429,33859,0,1810,1421,29993,4577,0
2020-02-02,27306,2777,15826,16055,57314,9336,36992,0,3633,513,28306,5118,923
2020-02-03,63512,5355,37323,54202,121257,19571,82777,0,5709,1988,76065,5095,1907
2020-02-04,56393,6576,43096,52344,103019,20370,83233,0,4074,2302,60544,8260,0
2020-02-05,59003,6602,40193,47066,105204,24920,80347,0,6327,3090,62822,9557,669
2020-02-06,60790,7107,45393,41642,92772,22352,74791,0,4425,130,53062,7248,0
2020-02-07,63944,7856,38389,44189,107610,22997,71068,0,4135,1214,70506,9816,393
2020-02-08,40384,5593,25494,25563,89372,12979,53604,0,4743,3667,38765,6494,81
2020-02-09,39347,2191,20895,32801,47875,11518,57028,0,0,1291,38095,7403,1203
2020-02-10,57049,4383,30510,39066,104402,19310,82751,0,5850,4063,60074,8494,222
2020-02-11,57571,5559,35798,47054,104604,20893,80026,0,3871,6021,58916,10361,535
2020-02-12,62509,4983,40580,41901,103986,20089,72188,0,3844,1316,55732,7993,3033
2020-02-13,46604,3954,38485,39130,114013,19368,76868,0,7427,353,59182,5452,4053
2020-02-14,50155,4939,36275,46137,117216,19507,84953,0,4042,1601,67294,6518,16
2020-02-15,32861,3307,22456,30849,67966,12932,60668,0,4699,2887,53871,6874,2278
2020-02-16,22265,2447,23003,31314,66468,12052,45007,0,3296,2875,34329,6078,1296
2020-02-17,52669,5034,39170,38874,97225,22069,58085,0,5201,4996,54139,6881,0
2020-02-18,60259,7179,36946,40855,89938,16841,72480,0,4320,1869,51840,10014,165
2020-02-19,54237,5724,35832,33524,97951,20360,73530,0,4225,2567,70932,6737,0
2020-02-20,56601,9001,32274,34169,101217,22268,69861,0,6671,937,56433,7921,1657
2020-02-21,61224,5623,37893,51253,96399,19112,73217,0,5839,0,61600,7840,0
2020-02-22,46866,3426,14027,40160,59228,12909,60934,0,2607,1298,43542,3151,1049
2020-02-23,33463,3301,22713,27031,53466,13739,46543,0,1398,0,46230,4242,4215
2020-02-24,61765,5658,43258,39123,88468,17225,82676,0,3717,2724,53113,10639,3344
2020-02-25,54482,5889,28821,41165,84288,18991,63139,0,5806,0,48034,5645,151
2020-02-26,49034,8247,33050,46021,94683,16899,71916,0,6046,836,64188,7926,0
2020-02-27,50067,3965,33670,39739,95142,15170,58988,0,5178,2185,58570,5216,2918
2020-02-28,44857,6415,31886,42766,99916,18411,70128,0,2221,2316,55777,5508,0
2020-02-29,33056,3999,27598,29815,56787,10927,44532,0,4169,1234,46631,2823,2172
2020-03-01,30210,848,21980,22851,49559,11330,54339,0,4432,3621,35160,5603,4401
2020-03-02,56051,6146,33127,38314,102898,20376,74540,0,4519,3883,60517,5413,2046
2020-03-03,60812,6839,35183,41635,86122,21708,78740,0,6931,830,52861,8581,2726
2020-03-04,43345,3717,32261,35865,87430,18165,67261,0,2449,3916,56186,5843,2562
2020-03-05,52847,4921,43109,41834,84957,19860,62314,0,5131,4111,53789,6791,361
2020-03-06,44609,2393,32336,37572,96785,18540,61637,0,2804,1554,48748,7175,1498
2020-03-07,38660,1677,23441,28905,72664,11962,51889,0,4421,1293,35032,2267,0
2020-03-08,30111,4527,13502,30281,63223,7122,56512,0,3387,986,28772,4321,2419
2020-03-09,39297,4133,29315,38150,84719,20602,71533,0,6535,819,51081,6960,0
2020-03-10,54238,3168,35020,42635,75684,15273,65075,0,4751,942,46762,8105,2025
2020-03-11,45444,5084,26151,30590,101582,19904,66061,0,3505,3449,51394,4914,2600
2020-03-12,45520,3960,23080,36090,90939,18142,66827,0,3361,2247,50887,5087,401
2020-03-13,42240,4004,30526,38007,77989,15080,82132,0,3660,898,49476,7260,85
2020-03-14,30825,4429,26540,35465,72323,12756,57092,0,2170,0,35808,6604,528
2020-03-15,32152,1210,18960,14909,45848,14664,43202,0,4291,0,26757,2990,0
2020-03-16,47201,3381,29299,37541,95795,20011,67596,0,5727,1428,46866,4430,1271
2020-03-17,50270,4942,24112,44457,96783,16089,69330,0,2002,2889,39365,5835,0
2020-03-18,6079,738,3877,4184,8935,1893,8532,0,491,60,5781,578,0
2020-03-19,6740,787,3980,4502,10681,2091,7733,0,497,347,5229,835,217
2020-03-20,5660,457,2972,4805,10950,2038,7371,0,362,233,5977,572,229
2020-03-21,3277,578,3164,3445,10241,1782,6837,0,424,169,3797,729,46
2020-03-22,4389,221,2645,3713,5449,1471,5113,0,542,292,2329,518,0
2020-03-23,5741,899,4239,4924,11812,1706,9118,0,639,340,7483,957,321
2020-03-24,6724,385,4024,5402,10248,2218,9792,0,715,0,5853,343,59
2020-03-25,6263,817,4069,4540,8862,2077,8792,0,382,30,6995,466,466
2020-03-26,5946,473,4028,4360,10175,2136,8676,0,507,169,5705,1018,111
2020-03-27,6288,941,4189,4647,10355,2194,11318,0,379,265,7211,659,155
2020-03-28,5672,530,2003,2839,6282,1825,6248,0,402,371,3628,306,26
2020-03-29,5163,191,1761,3230,6823,1564,4236,0,368,140,3916,456,123
2020-03-30,6174,506,3562,4620,11560,1986,8221,0,664,485,5424,842,698
2020-03-31,6258,735,3831,4489,10785,2156,9936,0,723,96,7907,773,79
2020-04-01,6830,779,4025,5072,9839,2052,7274,0,619,122,5973,881,341
2020-04-02,5578,585,4014,4233,10325,1772,7804,0,370,160,6715,859,150
2020-04-03,6384,608,4360,5251,10528,2148,9542,0,293,78,6486,853,326
2020-04-04,4437,566,3294,3254,7859,2002,5913,0,454,340,4454,823,0
2020-04-05,4058,398,2066,3634,7838,957,5225,0,563,0,4209,499,400
2020-04-06,5679,381,4036,4698,10960,2192,9608,0,513,131,7161,804,192
2020-04-07,5200,467,3595,5251,9100,2193,7996,0,272,400,6724,959,94
2020-04-08,4902,652,3886,5033,10092,2281,7338,0,859,164,6410,917,284
2020-04-09,5559,826,4114,5345,10957,1997,7443,0,602,389,6670,658,162
2020-04-10,6019,898,2565,5032,12082,1897,9283,0,553,572,7623,807,0
2020-04-11,4375,581,3896,2727,9281,1289,6560,0,190,169,4309,674,0
2020-04-12,5234,435,2731,3633,8761,1704,4827,0,330,324,2729,409,383
2020-04-13,7125,753,3787,4982,11072,2024,7779,0,642,610,5685,735,104
2020-04-14,5775,508,4858,5458,11827,2145,8625,0,614,284,5757,585,42
2020-04-15,6667,600,3919,5424,9351,2762,9930,0,424,212,5873,319,55
2020-04-16,6188,485,4134,4677,11525,2106,8168,0,527,367,5919,774,379
2020-04-17,6292,413,3889,4621,9857,2366,8358,0,438,413,6489,867,63
2020-04-18,4805,514,3649,4025,7931,1900,5385,0,658,154,4864,412,207
2020-04-19,4456,426,2511,3024,10350,1664,5260,0,481,60,4218,775,35
2020-04-20,6321,757,4197,5639,11533,1997,9368,0,459,502,6085,664,0
2020-04-21,7274,735,4653,5075,10247,2150,11030,0,356,181,7255,1020,290
2020-04-22,5832,684,4407,5719,11726,2395,9318,0,592,419,6971,934,324
2020-04-23,6616,741,4153,5423,10714,2783,9099,0,469,269,7690,1253,35
2020-04-24,8357,638,4655,5369,10248,2161,9970,0,483,523,7222,961,140
2020-04-25,4939,539,4090,3574,10574,1574,7269,0,214,26,4577,364,121
2020-04-26,5090,276,2747,3378,8284,1558,5197,0,180,4,5024,729,163
2020-04-27,6758,717,4279,5892,11839,2507,11380,0,582,367,6905,1178,467
2020-04-28,7104,771,4315,5258,11039,2529,9274,0,515,47,7276,556,95
2020-04-29,6702,539,4806,5580,11167,2179,9543,0,964,249,7245,993,95
2020-04-30,6648,667,4019,5344,13305,2260,9861,0,658,482,6704,1035,120
2020-05-01,5098,448,3392,4398,9723,1989,7900,0,305,0,5599,688,0
2020-05-02,4222,313,1990,3875,3949,1649,6666,0,127,190,3931,162,0
2020-05-03,2981,174,1769,3224,8138,1169,4322,0,339,279,2992,405,93
2020-05-04,7237,883,4075,5388,11823,2392,10122,0,500,228,5393,780,235
2020-05-05,7536,850,4282,5475,12040,2164,9582,0,782,83,6380,1163,150
2020-05-06,7080,760,5059,5013,12918,2847,10362,0,613,191,6995,874,140
2020-05-07,6667,1012,4555,5305,12248,2455,9290,0,248,99,7606,819,5
2020-05-08,7179,637,3961,5572,12602,2678,9194,0,406,246,7434,790,192
2020-05-09,4761,1013,2832,4351,8008,1759,7543,0,303,125,4799,705,137
2020-05-10,4910,378,3285,3766,5936,1533,6263,0,428,63,3852,569,171
2020-05-11,5723,720,4854,4879,12176,2096,8846,0,405,313,6844,761,205
2020-05-12,6735,608,4406,5984,13515,1951,10862,0,602,494,6335,954,217
2020-05-13,5657,744,4221,5443,11191,2754,10327,0,363,292,5595,808,367
2020-05-14,6005,827,4891,4990,11134,2486,9614,0,582,457,5995,445,246
2020-05-15,7922,663,4016,6218,13378,2523,9279,0,642,496,7959,1034,232
2020-05-16,5660,804,3364,4750,8141,1495,7344,0,657,78,6323,763,0
2020-05-17,3898,468,3715,3580,7012,1332,6659,0,403,194,4894,606,267
2020-05-18,6079,736,4555,5937,11670,2744,8327,0,455,173,7064,842,107
2020-05-19,5128,532,4156,5983,12053,2910,10162,0,831,2,6194,911,169
2020-05-20,6754,766,4665,6326,10375,2364,10443,0,561,301,7034,1074,0
2020-05-21,8740,671,4308,5992,11581,2673,7711,0,718,73,7568,815,495
2020-05-22,7441,590,3933,4934,12487,2567,10077,0,495,323,7733,1086,0
2020-05-23,4792,367,3555,5112,9079,1793,7782,0,443,0,5642,407,355
2020-05-24,4767,901,3284,4064,8933,2006,6702,0,240,180,5281,611,167
2020-05-25,6174,656,4423,5406,14409,2437,10712,0,651,0,8531,944,0
2020-05-26,7031,449,4407,5150,14070,2840,9701,0,730,356,6986,1122,489
2020-05-27,7313,584,4174,5965,13424,2645,9073,0,521,184,9143,778,242
2020-05-28,7209,698,4526,5571,12250,2559,8401,0,514,169,5948,800,0
2020-05-29,7809,805,4365,5904,11744,2890,11082,0,663,432,6794,698,92
2020-05-30,5487,609,2897,4525,9008,1922,7921,0,303,128,5411,583,202
2020-05-31,4983,560,3660,3276,8423,1578,7354,0,131,173,4922,637,377
2020-06-01,21735,1901,15260,16393,42573,9198,29966,0,2106,691,22886,1994,299
2020-06-02,25126,2451,15437,18922,41958,9122,34491,0,1874,1055,22282,2774,0
2020-06-03,26719,1784,15886,17447,39383,9107,27866,0,1868,1331,28031,3382,1260
2020-06-04,21316,1931,15773,18616,42742,5356,29786,0,2206,1227,22297,2983,769
2020-06-05,21547,1772,14238,16199,44542,8583,32759,0,2283,561,21351,3092,0
2020-06-06,19704,988,11034,12877,32041,6117,25308,0,1320,1198,20528,1342,547
2020-06-07,14184,2009,8855,12657,24815,5118,25062,0,635,29,16432,1842,551
2020-06-08,26532,2677,15476,19555,37312,8769,31931,0,1630,425,25981,3087,352
2020-06-09,22709,2842,15383,17295,37323,8530,30190,0,2262,742,24141,2985,95
2020-06-10,26752,2329,14457,16711,38052,8859,30118,0,2037,1347,20883,3173,208
2020-06-11,24027,2742,13237,18712,41517,8178,30862,0,1690,212,24020,2917,355
2020-06-12,24349,1344,15230,19658,42556,9506,39396,0,1574,1271,20705,2840,705
2020-06-13,20468,2150,10580,14187,24286,6637,25972,0,1743,559,17757,1645,782
2020-06-14,14069,1542,6857,10820,23536,5632,23752,0,1117,284,16263,2487,0
2020-06-15,21996,2681,15815,19353,41848,8821,32475,0,2376,1383,26332,2423,658
2020-06-16,23086,2550,16457,21388,37838,9332,33241,0,2446,410,23925,3219,778
2020-06-17,25034,1799,18566,19287,42721,9251,35355,0,1839,1996,25752,4170,616
2020-06-18,20848,1522,14726,16291,40152,8430,31927,0,2491,735,22324,3771,323
2020-06-19,25532,1962,14565,19370,38752,9266,32627,0,2079,904,26323,3441,1260
2020-06-20,16326,2012,9554,17114,30030,6286,22194,0,1587,1388,18947,2416,1073
2020-06-21,17479,1849,9793,9726,27161,6734,19546,0,128,605,13436,1889,143
2020-06-22,19325,1615,15651,19211,38581,9403,33841,0,1524,1442,25567,2658,493
2020-06-23,22757,1834,14340,18831,40849,8145,31385,0,1556,0,26801,3034,932
2020-06-24,20920,1982,15219,19406,43492,10355,34680,0,1867,609,24723,3513,1196
2020-06-25,22782,2190,12859,19611,39168,7089,34750,0,2094,1042,22876,3415,120
2020-06-26,25092,1639,16748,21216,36043,9138,33476,0,2119,1395,25039,3649,3
2020-06-27,17353,940,10175,14089,24785,5737,22126,0,1618,1001,18962,3004,530
2020-06-28,14768,1035,9617,14149,24650,6791,21475,0,919,870,13608,1902,0
2020-06-29,24397,2456,13727,19263,37536,8910,32751,0,2408,1390,22700,3330,0
2020-06-30,25212,1760,14881,18921,41113,8153,34428,0,2986,1091,25979,2145,124
2020-07-01,22787,2361,15359,18489,48547,8586,37652,0,1886,0,26737,4529,761
2020-07-02,26444,3015,15749,16633,37708,8274,30891,0,1732,1593,29588,3014,1345
2020-07-03,26404,1716,16434,20134,41735,8595,40925,0,1725,425,26511,3629,186
2020-07-04,18856,1643,13308,17594,38502,6121,24759,0,1542,778,15565,2114,333
2020-07-05,16742,2083,10808,13010,28083,4936,22744,0,1023,625,19934,1778,422
